,AverageTemperature,AverageTemperatureUncertainty,Country,Year,Month,Day
261718,11.015,0.385,Israel,1992,12,1
261719,9.947,0.296,Israel,1993,1,1
261720,10.356,0.277,Israel,1993,2,1
261721,14.21,0.145,Israel,1993,3,1
261722,19.006,0.186,Israel,1993,4,1
261723,21.845,0.287,Israel,1993,5,1
261724,26.187,0.152,Israel,1993,6,1
261725,27.426,0.23,Israel,1993,7,1
261726,28.104,0.308,Israel,1993,8,1
261727,26.03,0.117,Israel,1993,9,1
261728,24.309,0.233,Israel,1993,10,1
261729,17.442999999999998,0.243,Israel,1993,11,1
261730,14.842,0.221,Israel,1993,12,1
261731,13.306,0.326,Israel,1994,1,1
261732,12.717,0.319,Israel,1994,2,1
261733,14.875,0.18,Israel,1994,3,1
261734,21.001,0.188,Israel,1994,4,1
261735,23.556,0.181,Israel,1994,5,1
261736,25.557,0.276,Israel,1994,6,1
261737,27.193,0.363,Israel,1994,7,1
261738,27.773000000000003,0.223,Israel,1994,8,1
261739,27.482,0.191,Israel,1994,9,1
261740,25.075,0.22,Israel,1994,10,1
261741,16.592,0.383,Israel,1994,11,1
261742,10.877,0.293,Israel,1994,12,1
261743,11.839,0.205,Israel,1995,1,1
261744,12.749,0.254,Israel,1995,2,1
261745,15.526,0.135,Israel,1995,3,1
261746,17.887,0.225,Israel,1995,4,1
261747,22.996,0.371,Israel,1995,5,1
261748,26.889,0.19,Israel,1995,6,1
261749,27.654,0.331,Israel,1995,7,1
261750,27.96,0.219,Israel,1995,8,1
261751,26.497,0.121,Israel,1995,9,1
261752,22.132,0.231,Israel,1995,10,1
261753,15.98,0.219,Israel,1995,11,1
261754,12.411,0.304,Israel,1995,12,1
261755,11.831,0.187,Israel,1996,1,1
261756,13.74,0.16,Israel,1996,2,1
261757,14.68,0.292,Israel,1996,3,1
261758,17.924,0.291,Israel,1996,4,1
261759,24.276,0.362,Israel,1996,5,1
261760,25.815,0.213,Israel,1996,6,1
261761,28.437,0.414,Israel,1996,7,1
261762,28.236,0.151,Israel,1996,8,1
261763,26.558000000000003,0.186,Israel,1996,9,1
261764,21.781,0.194,Israel,1996,10,1
261765,18.588,0.241,Israel,1996,11,1
261766,14.470999999999998,0.284,Israel,1996,12,1
261767,12.521,0.282,Israel,1997,1,1
261768,10.618,0.236,Israel,1997,2,1
261769,13.300999999999998,0.416,Israel,1997,3,1
261770,17.305,0.178,Israel,1997,4,1
261771,23.532,0.369,Israel,1997,5,1
261772,26.218000000000004,0.194,Israel,1997,6,1
261773,28.049,0.282,Israel,1997,7,1
261774,26.737,0.383,Israel,1997,8,1
261775,25.339,0.184,Israel,1997,9,1
261776,22.562,0.301,Israel,1997,10,1
261777,18.193,0.183,Israel,1997,11,1
261778,13.503,0.165,Israel,1997,12,1
261779,11.603,0.217,Israel,1998,1,1
261780,12.965,0.214,Israel,1998,2,1
261781,14.264,0.316,Israel,1998,3,1
261782,20.133,0.1639999999999999,Israel,1998,4,1
261783,23.388,0.141,Israel,1998,5,1
261784,26.122,0.177,Israel,1998,6,1
261785,28.486,0.318,Israel,1998,7,1
261786,29.843000000000004,0.413,Israel,1998,8,1
261787,27.25,0.191,Israel,1998,9,1
261788,23.495,0.195,Israel,1998,10,1
261789,19.606,0.423,Israel,1998,11,1
261790,14.442,0.29,Israel,1998,12,1
261791,12.629,0.248,Israel,1999,1,1
261792,13.449000000000002,0.438,Israel,1999,2,1
261793,15.98,0.177,Israel,1999,3,1
261794,18.945,0.252,Israel,1999,4,1
261795,24.265,0.306,Israel,1999,5,1
261796,26.157,0.213,Israel,1999,6,1
261797,28.133000000000003,0.366,Israel,1999,7,1
261798,28.882,0.248,Israel,1999,8,1
261799,26.613000000000003,0.284,Israel,1999,9,1
261800,23.159,0.255,Israel,1999,10,1
261801,18.389,0.226,Israel,1999,11,1
261802,14.105,0.507,Israel,1999,12,1
261803,10.821,0.185,Israel,2000,1,1
261804,11.964,0.185,Israel,2000,2,1
261805,13.932,0.274,Israel,2000,3,1
261806,20.188,0.261,Israel,2000,4,1
261807,22.724,0.217,Israel,2000,5,1
261808,26.587,0.173,Israel,2000,6,1
261809,29.697,0.408,Israel,2000,7,1
261810,28.168000000000003,0.293,Israel,2000,8,1
261811,26.16,0.325,Israel,2000,9,1
261812,21.57,0.383,Israel,2000,10,1
261813,17.567999999999998,0.211,Israel,2000,11,1
261814,13.386,0.222,Israel,2000,12,1
261815,12.312,0.298,Israel,2001,1,1
261816,12.876,0.204,Israel,2001,2,1
261817,18.628,0.403,Israel,2001,3,1
261818,20.187,0.199,Israel,2001,4,1
261819,23.235,0.208,Israel,2001,5,1
261820,26.527,0.279,Israel,2001,6,1
261821,28.522,0.266,Israel,2001,7,1
261822,28.664,0.172,Israel,2001,8,1
261823,26.422,0.3,Israel,2001,9,1
261824,22.854,0.227,Israel,2001,10,1
261825,17.410999999999998,0.284,Israel,2001,11,1
261826,13.519,0.206,Israel,2001,12,1
261827,10.433,0.303,Israel,2002,1,1
261828,14.25,0.467,Israel,2002,2,1
261829,17.052,0.201,Israel,2002,3,1
261830,18.496,0.162,Israel,2002,4,1
261831,22.173,0.249,Israel,2002,5,1
261832,26.057,0.116,Israel,2002,6,1
261833,29.102,0.379,Israel,2002,7,1
261834,28.364,0.168,Israel,2002,8,1
261835,26.752,0.161,Israel,2002,9,1
261836,23.911,0.32,Israel,2002,10,1
261837,18.784,0.306,Israel,2002,11,1
261838,13.366,0.223,Israel,2002,12,1
261839,13.376,0.22,Israel,2003,1,1
261840,11.947,0.342,Israel,2003,2,1
261841,13.574000000000002,0.43,Israel,2003,3,1
261842,19.101,0.203,Israel,2003,4,1
261843,25.405,0.317,Israel,2003,5,1
261844,26.374,0.304,Israel,2003,6,1
261845,28.125,0.277,Israel,2003,7,1
261846,28.82,0.358,Israel,2003,8,1
261847,25.969,0.32,Israel,2003,9,1
261848,23.223000000000003,0.352,Israel,2003,10,1
261849,18.32,0.194,Israel,2003,11,1
261850,13.134,0.218,Israel,2003,12,1
261851,11.899,0.184,Israel,2004,1,1
261852,12.911,0.23,Israel,2004,2,1
261853,16.989,0.3,Israel,2004,3,1
261854,19.194000000000003,0.128,Israel,2004,4,1
261855,22.837,0.214,Israel,2004,5,1
261856,25.712,0.312,Israel,2004,6,1
261857,28.462,0.195,Israel,2004,7,1
261858,27.549,0.262,Israel,2004,8,1
261859,26.213,0.174,Israel,2004,9,1
261860,23.935,0.345,Israel,2004,10,1
261861,18.201,0.214,Israel,2004,11,1
261862,11.984000000000002,0.228,Israel,2004,12,1
261863,12.063,0.128,Israel,2005,1,1
261864,12.482,0.182,Israel,2005,2,1
261865,15.961,0.406,Israel,2005,3,1
261866,19.675,0.3,Israel,2005,4,1
261867,22.331,0.0819999999999999,Israel,2005,5,1
261868,25.684,0.117,Israel,2005,6,1
261869,28.332,0.154,Israel,2005,7,1
261870,28.529,0.129,Israel,2005,8,1
261871,26.444000000000003,0.152,Israel,2005,9,1
261872,22.103,0.258,Israel,2005,10,1
261873,16.881,0.262,Israel,2005,11,1
261874,14.768,0.431,Israel,2005,12,1
261875,11.794,0.231,Israel,2006,1,1
261876,13.827,0.115,Israel,2006,2,1
261877,16.136,0.275,Israel,2006,3,1
261878,19.116,0.265,Israel,2006,4,1
261879,23.104,0.322,Israel,2006,5,1
261880,26.855,0.29,Israel,2006,6,1
261881,27.696,0.336,Israel,2006,7,1
261882,28.802,0.295,Israel,2006,8,1
261883,26.978,0.175,Israel,2006,9,1
261884,22.735,0.233,Israel,2006,10,1
261885,16.326999999999998,0.224,Israel,2006,11,1
261886,11.54,0.312,Israel,2006,12,1
261887,11.271999999999998,0.157,Israel,2007,1,1
261888,13.299,0.209,Israel,2007,2,1
261889,15.173,0.216,Israel,2007,3,1
261890,18.461,0.271,Israel,2007,4,1
261891,24.504,0.3229999999999999,Israel,2007,5,1
261892,26.773000000000003,0.156,Israel,2007,6,1
261893,28.754,0.316,Israel,2007,7,1
261894,28.571,0.191,Israel,2007,8,1
261895,26.523000000000003,0.274,Israel,2007,9,1
261896,23.989,0.228,Israel,2007,10,1
261897,18.182,0.291,Israel,2007,11,1
261898,12.918,0.285,Israel,2007,12,1
261899,9.4,0.326,Israel,2008,1,1
261900,12.053,0.238,Israel,2008,2,1
261901,18.699,0.393,Israel,2008,3,1
261902,21.014,0.283,Israel,2008,4,1
261903,22.609,0.151,Israel,2008,5,1
261904,27.325,0.204,Israel,2008,6,1
261905,28.522,0.18,Israel,2008,7,1
261906,29.132,0.396,Israel,2008,8,1
261907,27.18,0.311,Israel,2008,9,1
261908,22.375,0.139,Israel,2008,10,1
261909,18.606,0.211,Israel,2008,11,1
261910,14.246,0.246,Israel,2008,12,1
261911,12.297999999999998,0.28,Israel,2009,1,1
261912,13.547,0.265,Israel,2009,2,1
261913,14.841,0.299,Israel,2009,3,1
261914,19.307,0.25,Israel,2009,4,1
261915,22.833,0.258,Israel,2009,5,1
261916,27.337,0.255,Israel,2009,6,1
261917,28.521,0.446,Israel,2009,7,1
261918,28.345,0.353,Israel,2009,8,1
261919,25.955,0.284,Israel,2009,9,1
261920,24.571,0.359,Israel,2009,10,1
261921,17.559,0.215,Israel,2009,11,1
261922,14.863,0.216,Israel,2009,12,1
261923,14.457999999999998,0.307,Israel,2010,1,1
261924,15.491,0.193,Israel,2010,2,1
261925,18.246,0.251,Israel,2010,3,1
261926,20.4,0.132,Israel,2010,4,1
261927,23.933000000000003,0.11,Israel,2010,5,1
261928,27.224,0.211,Israel,2010,6,1
261929,28.605,0.242,Israel,2010,7,1
261930,30.461,0.413,Israel,2010,8,1
261931,27.895,0.181,Israel,2010,9,1
261932,25.183000000000003,0.208,Israel,2010,10,1
261933,20.825,0.457,Israel,2010,11,1
261934,15.013000000000002,0.316,Israel,2010,12,1
261935,12.915,0.252,Israel,2011,1,1
261936,13.832,0.172,Israel,2011,2,1
261937,15.549,0.151,Israel,2011,3,1
261938,18.867,0.329,Israel,2011,4,1
261939,22.692,0.27,Israel,2011,5,1
261940,25.73,0.283,Israel,2011,6,1
261941,28.906,0.398,Israel,2011,7,1
261942,28.378,0.183,Israel,2011,8,1
261943,26.72,0.239,Israel,2011,9,1
261944,22.479,0.325,Israel,2011,10,1
261945,15.116,0.158,Israel,2011,11,1
261946,12.791,0.284,Israel,2011,12,1
261947,10.767,0.306,Israel,2012,1,1
261948,12.046,0.279,Israel,2012,2,1
261949,14.268,0.175,Israel,2012,3,1
261950,20.282,0.2,Israel,2012,4,1
261951,23.85,0.124,Israel,2012,5,1
261952,27.362,0.414,Israel,2012,6,1
261953,29.583,0.346,Israel,2012,7,1
261954,28.955,0.889,Israel,2012,8,1
261955,27.232,0.311,Israel,2012,9,1
261956,24.231,0.301,Israel,2012,10,1
261957,19.342,0.413,Israel,2012,11,1
261958,14.155,0.316,Israel,2012,12,1
261959,12.546,0.836,Israel,2013,1,1
261960,14.306,1.065,Israel,2013,2,1
261961,17.427,0.907,Israel,2013,3,1
261962,19.241,1.1,Israel,2013,4,1
261963,24.294,0.467,Israel,2013,5,1
261964,26.229,1.355,Israel,2013,6,1
261965,27.581,0.6970000000000001,Israel,2013,7,1
261966,28.155,0.6779999999999999,Israel,2013,8,1
261967,,,Israel,2013,9,1
264922,5.127999999999999,0.223,Italy,1990,1,1
264923,8.39,0.221,Italy,1990,2,1
264924,10.066,0.13,Italy,1990,3,1
264925,10.576,0.115,Italy,1990,4,1
264926,16.613,0.182,Italy,1990,5,1
264927,19.804,0.293,Italy,1990,6,1
264928,22.652,0.15,Italy,1990,7,1
264929,22.536,0.149,Italy,1990,8,1
264930,18.943,0.254,Italy,1990,9,1
264931,15.951,0.266,Italy,1990,10,1
264932,9.636,0.249,Italy,1990,11,1
264933,4.308,0.23,Italy,1990,12,1
264934,4.992999999999999,0.135,Italy,1991,1,1
264935,4.196000000000001,0.183,Italy,1991,2,1
264936,10.327,0.181,Italy,1991,3,1
264937,9.782,0.168,Italy,1991,4,1
264938,12.720999999999998,0.245,Italy,1991,5,1
264939,19.079,0.204,Italy,1991,6,1
264940,23.078000000000003,0.258,Italy,1991,7,1
264941,23.299000000000003,0.153,Italy,1991,8,1
264942,20.27,0.184,Italy,1991,9,1
264943,13.553999999999998,0.139,Italy,1991,10,1
264944,9.006,0.174,Italy,1991,11,1
264945,3.937,0.173,Italy,1991,12,1
264946,4.824,0.206,Italy,1992,1,1
264947,5.721,0.146,Italy,1992,2,1
264948,8.515,0.232,Italy,1992,3,1
264949,11.322,0.266,Italy,1992,4,1
264950,16.798000000000002,0.212,Italy,1992,5,1
264951,18.631,0.216,Italy,1992,6,1
264952,21.989,0.274,Italy,1992,7,1
264953,24.395000000000003,0.243,Italy,1992,8,1
264954,19.307,0.309,Italy,1992,9,1
264955,14.15,0.208,Italy,1992,10,1
264956,10.997,0.216,Italy,1992,11,1
264957,6.332000000000001,0.383,Italy,1992,12,1
264958,5.343,0.258,Italy,1993,1,1
264959,4.766,0.18,Italy,1993,2,1
264960,7.234,0.201,Italy,1993,3,1
264961,11.531,0.249,Italy,1993,4,1
264962,17.019000000000002,0.304,Italy,1993,5,1
264963,20.717,0.149,Italy,1993,6,1
264964,21.845,0.22,Italy,1993,7,1
264965,23.759,0.234,Italy,1993,8,1
264966,18.57,0.207,Italy,1993,9,1
264967,14.481,0.165,Italy,1993,10,1
264968,8.597000000000001,0.218,Italy,1993,11,1
264969,7.053999999999999,0.187,Italy,1993,12,1
264970,6.478,0.296,Italy,1994,1,1
264971,5.715999999999998,0.285,Italy,1994,2,1
264972,10.831,0.3,Italy,1994,3,1
264973,10.638,0.1689999999999999,Italy,1994,4,1
264974,16.555999999999997,0.129,Italy,1994,5,1
264975,19.86,0.21,Italy,1994,6,1
264976,24.233,0.279,Italy,1994,7,1
264977,24.844,0.185,Italy,1994,8,1
264978,19.715,0.215,Italy,1994,9,1
264979,14.244000000000002,0.192,Italy,1994,10,1
264980,11.347,0.224,Italy,1994,11,1
264981,6.956,0.247,Italy,1994,12,1
264982,4.465,0.206,Italy,1995,1,1
264983,7.712000000000001,0.168,Italy,1995,2,1
264984,7.51,0.096,Italy,1995,3,1
264985,10.892,0.124,Italy,1995,4,1
264986,15.511,0.239,Italy,1995,5,1
264987,18.675,0.195,Italy,1995,6,1
264988,23.961,0.217,Italy,1995,7,1
264989,21.803,0.173,Italy,1995,8,1
264990,17.369,0.307,Italy,1995,9,1
264991,15.163,0.279,Italy,1995,10,1
264992,8.812999999999999,0.179,Italy,1995,11,1
264993,6.935,0.21,Italy,1995,12,1
264994,6.307,0.269,Italy,1996,1,1
264995,4.558999999999998,0.188,Italy,1996,2,1
264996,7.018,0.13,Italy,1996,3,1
264997,11.604,0.206,Italy,1996,4,1
264998,16.005,0.237,Italy,1996,5,1
264999,20.464,0.282,Italy,1996,6,1
265000,21.809,0.278,Italy,1996,7,1
265001,22.072000000000006,0.21,Italy,1996,8,1
265002,16.445999999999998,0.216,Italy,1996,9,1
265003,13.398,0.193,Italy,1996,10,1
265004,10.274,0.122,Italy,1996,11,1
265005,6.127999999999999,0.206,Italy,1996,12,1
265006,6.257000000000001,0.185,Italy,1997,1,1
265007,7.166,0.209,Italy,1997,2,1
265008,9.773,0.232,Italy,1997,3,1
265009,9.869,0.124,Italy,1997,4,1
265010,16.730999999999998,0.329,Italy,1997,5,1
265011,20.405,0.258,Italy,1997,6,1
265012,22.083,0.309,Italy,1997,7,1
265013,22.646,0.243,Italy,1997,8,1
265014,20.038,0.195,Italy,1997,9,1
265015,14.292,0.258,Italy,1997,10,1
265016,10.136,0.18,Italy,1997,11,1
265017,6.67,0.182,Italy,1997,12,1
265018,5.917000000000001,0.179,Italy,1998,1,1
265019,7.826,0.298,Italy,1998,2,1
265020,8.097000000000001,0.181,Italy,1998,3,1
265021,11.598,0.22,Italy,1998,4,1
265022,16.346,0.205,Italy,1998,5,1
265023,21.168000000000003,0.248,Italy,1998,6,1
265024,23.714,0.251,Italy,1998,7,1
265025,23.881,0.19,Italy,1998,8,1
265026,18.556,0.291,Italy,1998,9,1
265027,14.174,0.206,Italy,1998,10,1
265028,7.973000000000001,0.261,Italy,1998,11,1
265029,4.698,0.248,Italy,1998,12,1
265030,5.325,0.266,Italy,1999,1,1
265031,4.509,0.27,Italy,1999,2,1
265032,8.785,0.183,Italy,1999,3,1
265033,11.666,0.224,Italy,1999,4,1
265034,17.582,0.229,Italy,1999,5,1
265035,20.582,0.118,Italy,1999,6,1
265036,22.881,0.159,Italy,1999,7,1
265037,23.634,0.1669999999999999,Italy,1999,8,1
265038,20.195,0.202,Italy,1999,9,1
265039,15.182,0.228,Italy,1999,10,1
265040,8.982000000000001,0.184,Italy,1999,11,1
265041,5.832999999999999,0.14,Italy,1999,12,1
265042,3.851,0.224,Italy,2000,1,1
265043,6.436,0.243,Italy,2000,2,1
265044,8.957,0.215,Italy,2000,3,1
265045,12.447,0.136,Italy,2000,4,1
265046,17.879,0.207,Italy,2000,5,1
265047,21.373,0.301,Italy,2000,6,1
265048,21.907,0.289,Italy,2000,7,1
265049,23.715000000000003,0.337,Italy,2000,8,1
265050,19.394,0.173,Italy,2000,9,1
265051,14.874,0.272,Italy,2000,10,1
265052,10.85,0.22,Italy,2000,11,1
265053,7.822999999999999,0.246,Italy,2000,12,1
265054,6.506,0.274,Italy,2001,1,1
265055,6.763999999999999,0.244,Italy,2001,2,1
265056,11.174,0.186,Italy,2001,3,1
265057,10.836,0.185,Italy,2001,4,1
265058,17.59,0.217,Italy,2001,5,1
265059,20.133,0.187,Italy,2001,6,1
265060,23.046,0.209,Italy,2001,7,1
265061,24.114,0.234,Italy,2001,8,1
265062,17.444000000000003,0.288,Italy,2001,9,1
265063,16.854,0.19,Italy,2001,10,1
265064,9.202,0.1689999999999999,Italy,2001,11,1
265065,3.788,0.245,Italy,2001,12,1
265066,3.988,0.235,Italy,2002,1,1
265067,7.762,0.195,Italy,2002,2,1
265068,10.25,0.184,Italy,2002,3,1
265069,11.754,0.121,Italy,2002,4,1
265070,16.324,0.141,Italy,2002,5,1
265071,21.729,0.151,Italy,2002,6,1
265072,22.511,0.242,Italy,2002,7,1
265073,21.844,0.216,Italy,2002,8,1
265074,17.718,0.186,Italy,2002,9,1
265075,14.45,0.246,Italy,2002,10,1
265076,11.68,0.28,Italy,2002,11,1
265077,7.198,0.195,Italy,2002,12,1
265078,5.274,0.209,Italy,2003,1,1
265079,3.258,0.32,Italy,2003,2,1
265080,8.8,0.172,Italy,2003,3,1
265081,11.251,0.215,Italy,2003,4,1
265082,18.286,0.243,Italy,2003,5,1
265083,24.075,0.34,Italy,2003,6,1
265084,24.793000000000003,0.226,Italy,2003,7,1
265085,26.12,0.307,Italy,2003,8,1
265086,18.883,0.286,Italy,2003,9,1
265087,13.578,0.333,Italy,2003,10,1
265088,10.9,0.16,Italy,2003,11,1
265089,6.345,0.185,Italy,2003,12,1
265090,4.439,0.25,Italy,2004,1,1
265091,6.084,0.168,Italy,2004,2,1
265092,7.8,0.235,Italy,2004,3,1
265093,11.473999999999998,0.231,Italy,2004,4,1
265094,14.505999999999998,0.182,Italy,2004,5,1
265095,20.179,0.288,Italy,2004,6,1
265096,22.82,0.197,Italy,2004,7,1
265097,23.004,0.214,Italy,2004,8,1
265098,19.357,0.1669999999999999,Italy,2004,9,1
265099,16.188,0.241,Italy,2004,10,1
265100,9.75,0.096,Italy,2004,11,1
265101,7.117000000000001,0.253,Italy,2004,12,1
265102,3.953,0.262,Italy,2005,1,1
265103,3.2709999999999995,0.253,Italy,2005,2,1
265104,7.979,0.188,Italy,2005,3,1
265105,11.103,0.173,Italy,2005,4,1
265106,17.205000000000002,0.19,Italy,2005,5,1
265107,21.09,0.228,Italy,2005,6,1
265108,23.198,0.179,Italy,2005,7,1
265109,21.288,0.195,Italy,2005,8,1
265110,19.095,0.183,Italy,2005,9,1
265111,14.39,0.243,Italy,2005,10,1
265112,9.158,0.177,Italy,2005,11,1
265113,4.613,0.254,Italy,2005,12,1
265114,3.543,0.317,Italy,2006,1,1
265115,5.246,0.262,Italy,2006,2,1
265116,7.601,0.163,Italy,2006,3,1
265117,12.368,0.241,Italy,2006,4,1
265118,16.762,0.299,Italy,2006,5,1
265119,20.585,0.22,Italy,2006,6,1
265120,24.413,0.262,Italy,2006,7,1
265121,21.24,0.356,Italy,2006,8,1
265122,19.855,0.174,Italy,2006,9,1
265123,15.946,0.203,Italy,2006,10,1
265124,10.543,0.233,Italy,2006,11,1
265125,7.346,0.203,Italy,2006,12,1
265126,7.346,0.291,Italy,2007,1,1
265127,7.949,0.3,Italy,2007,2,1
265128,9.515,0.205,Italy,2007,3,1
265129,14.122,0.159,Italy,2007,4,1
265130,17.310000000000002,0.135,Italy,2007,5,1
265131,20.962,0.225,Italy,2007,6,1
265132,23.432,0.221,Italy,2007,7,1
265133,22.494,0.17,Italy,2007,8,1
265134,18.012999999999995,0.243,Italy,2007,9,1
265135,13.949000000000002,0.142,Italy,2007,10,1
265136,8.613,0.172,Italy,2007,11,1
265137,5.175,0.24,Italy,2007,12,1
265138,6.507999999999999,0.264,Italy,2008,1,1
265139,6.454,0.196,Italy,2008,2,1
265140,8.77,0.198,Italy,2008,3,1
265141,11.665,0.142,Italy,2008,4,1
265142,16.713,0.146,Italy,2008,5,1
265143,20.64,0.253,Italy,2008,6,1
265144,23.072,0.155,Italy,2008,7,1
265145,23.41,0.294,Italy,2008,8,1
265146,18.275,0.159,Italy,2008,9,1
265147,15.138,0.157,Italy,2008,10,1
265148,10.043,0.143,Italy,2008,11,1
265149,5.8870000000000005,0.274,Italy,2008,12,1
265150,4.864,0.322,Italy,2009,1,1
265151,5.1370000000000005,0.277,Italy,2009,2,1
265152,8.6,0.197,Italy,2009,3,1
265153,12.526,0.199,Italy,2009,4,1
265154,18.34,0.276,Italy,2009,5,1
265155,20.405,0.223,Italy,2009,6,1
265156,23.511,0.314,Italy,2009,7,1
265157,24.424,0.228,Italy,2009,8,1
265158,20.083,0.217,Italy,2009,9,1
265159,13.975,0.153,Italy,2009,10,1
265160,10.616,0.287,Italy,2009,11,1
265161,6.154,0.224,Italy,2009,12,1
265162,4.103,0.278,Italy,2010,1,1
265163,5.746,0.231,Italy,2010,2,1
265164,8.193,0.186,Italy,2010,3,1
265165,12.227,0.191,Italy,2010,4,1
265166,15.521,0.21,Italy,2010,5,1
265167,20.172,0.321,Italy,2010,6,1
265168,24.173,0.38,Italy,2010,7,1
265169,22.612,0.315,Italy,2010,8,1
265170,18.386,0.157,Italy,2010,9,1
265171,13.479,0.105,Italy,2010,10,1
265172,10.234,0.211,Italy,2010,11,1
265173,5.053,0.286,Italy,2010,12,1
265174,5.065,0.264,Italy,2011,1,1
265175,6.223999999999998,0.24,Italy,2011,2,1
265176,8.663,0.156,Italy,2011,3,1
265177,13.457999999999998,0.211,Italy,2011,4,1
265178,17.163,0.318,Italy,2011,5,1
265179,20.587,0.33,Italy,2011,6,1
265180,22.16,0.278,Italy,2011,7,1
265181,23.925,0.27,Italy,2011,8,1
265182,21.383000000000003,0.261,Italy,2011,9,1
265183,14.284,0.174,Italy,2011,10,1
265184,10.125,0.357,Italy,2011,11,1
265185,7.041,0.386,Italy,2011,12,1
265186,4.871,0.35,Italy,2012,1,1
265187,3.0189999999999992,0.101,Italy,2012,2,1
265188,10.726,0.291,Italy,2012,3,1
265189,11.871,0.351,Italy,2012,4,1
265190,16.125999999999998,0.358,Italy,2012,5,1
265191,21.414,0.399,Italy,2012,6,1
265192,24.049,0.435,Italy,2012,7,1
265193,24.623,0.41,Italy,2012,8,1
265194,19.641,0.424,Italy,2012,9,1
265195,15.344,0.334,Italy,2012,10,1
265196,11.524,0.278,Italy,2012,11,1
265197,5.74,0.379,Italy,2012,12,1
265198,5.585,0.31,Italy,2013,1,1
265199,4.484999999999999,0.378,Italy,2013,2,1
265200,8.144,0.217,Italy,2013,3,1
265201,12.642,0.334,Italy,2013,4,1
265202,15.446,0.341,Italy,2013,5,1
265203,19.764,0.415,Italy,2013,6,1
265204,23.651,0.448,Italy,2013,7,1
265205,23.603,0.626,Italy,2013,8,1
265206,,,Italy,2013,9,1
269272,0.7869999999999999,0.199,Japan,1990,1,1
269273,4.543,0.182,Japan,1990,2,1
269274,6.7010000000000005,0.26,Japan,1990,3,1
269275,10.890999999999998,0.101,Japan,1990,4,1
269276,15.677,0.149,Japan,1990,5,1
269277,20.377,0.283,Japan,1990,6,1
269278,23.708,0.179,Japan,1990,7,1
269279,25.64,0.197,Japan,1990,8,1
269280,21.751,0.24,Japan,1990,9,1
269281,15.78,0.228,Japan,1990,10,1
269282,11.483999999999998,0.22,Japan,1990,11,1
269283,5.747999999999999,0.195,Japan,1990,12,1
269284,2.316,0.138,Japan,1991,1,1
269285,1.6969999999999998,0.197,Japan,1991,2,1
269286,5.656000000000001,0.162,Japan,1991,3,1
269287,11.309,0.11,Japan,1991,4,1
269288,15.499,0.182,Japan,1991,5,1
269289,20.462,0.139,Japan,1991,6,1
269290,22.883000000000003,0.263,Japan,1991,7,1
269291,23.282,0.165,Japan,1991,8,1
269292,21.1,0.163,Japan,1991,9,1
269293,15.206,0.119,Japan,1991,10,1
269294,9.097,0.103,Japan,1991,11,1
269295,4.891,0.174,Japan,1991,12,1
269296,2.676,0.249,Japan,1992,1,1
269297,2.367,0.213,Japan,1992,2,1
269298,6.0,0.182,Japan,1992,3,1
269299,10.839,0.244,Japan,1992,4,1
269300,14.249,0.1369999999999999,Japan,1992,5,1
269301,18.109,0.242,Japan,1992,6,1
269302,22.843000000000004,0.245,Japan,1992,7,1
269303,23.78,0.184,Japan,1992,8,1
269304,20.059,0.273,Japan,1992,9,1
269305,14.666,0.124,Japan,1992,10,1
269306,9.387,0.216,Japan,1992,11,1
269307,4.836,0.346,Japan,1992,12,1
269308,2.798,0.196,Japan,1993,1,1
269309,3.185,0.161,Japan,1993,2,1
269310,5.086,0.168,Japan,1993,3,1
269311,9.636,0.19,Japan,1993,4,1
269312,14.63,0.287,Japan,1993,5,1
269313,18.187,0.168,Japan,1993,6,1
269314,20.766,0.138,Japan,1993,7,1
269315,22.171,0.204,Japan,1993,8,1
269316,19.637,0.16,Japan,1993,9,1
269317,13.98,0.13,Japan,1993,10,1
269318,10.305,0.161,Japan,1993,11,1
269319,4.281000000000001,0.133,Japan,1993,12,1
269320,1.296,0.235,Japan,1994,1,1
269321,2.507,0.187,Japan,1994,2,1
269322,4.268,0.121,Japan,1994,3,1
269323,11.411,0.17,Japan,1994,4,1
269324,16.314,0.1639999999999999,Japan,1994,5,1
269325,19.189,0.193,Japan,1994,6,1
269326,24.888,0.168,Japan,1994,7,1
269327,26.341,0.203,Japan,1994,8,1
269328,21.902,0.179,Japan,1994,9,1
269329,16.092,0.099,Japan,1994,10,1
269330,10.114,0.1689999999999999,Japan,1994,11,1
269331,4.435,0.175,Japan,1994,12,1
269332,1.464,0.139,Japan,1995,1,1
269333,2.174,0.202,Japan,1995,2,1
269334,5.4350000000000005,0.1689999999999999,Japan,1995,3,1
269335,10.678999999999998,0.187,Japan,1995,4,1
269336,15.526,0.1669999999999999,Japan,1995,5,1
269337,17.907999999999994,0.171,Japan,1995,6,1
269338,23.441,0.159,Japan,1995,7,1
269339,25.213,0.175,Japan,1995,8,1
269340,20.12,0.247,Japan,1995,9,1
269341,15.897,0.102,Japan,1995,10,1
269342,8.537999999999998,0.117,Japan,1995,11,1
269343,3.31,0.117,Japan,1995,12,1
269344,1.545,0.185,Japan,1996,1,1
269345,1.3090000000000002,0.136,Japan,1996,2,1
269346,4.92,0.157,Japan,1996,3,1
269347,8.684,0.184,Japan,1996,4,1
269348,14.42,0.149,Japan,1996,5,1
269349,18.97,0.192,Japan,1996,6,1
269350,23.01,0.186,Japan,1996,7,1
